Pattern,ClusterNumber1,,Count,Cluster_number.Record.,paste..Cluster....Cluster_number.Record..
本剤は凍結乾燥品と添付溶解液（[Number][Unit]）からなる<<BR>>有効成分<BR>〈凍結乾燥品〉[Number][Unit]中に[ActIngreName]（遺伝子組換え）[Number][Unit]（[Number]万[Number]国際標準単位）を含有する,16,45,2,11,Cluster  11
本品は[ActIngreName]注射用[Number][Unit][Number][Unit]生理[ActIngreName]液（[Number][Unit]）[Number][Unit]溶解液注入針[Number][Unit]輸液セット（[Number]ゲージ翼付注射針付き）[Number][Unit]及び[Number]ゲージ翼付注射針[Number][Unit]より構成される<<BR>>有効成分<BR>[ActIngreName][Number][Unit],100,47,1,11,Cluster  11
本製品は[Form]品であり[Form]部[DrugParts]と[Form]部（懸濁用液[Number][Unit]）が一体となっている<<BR>>有効成分<BR>[ActIngreName][Number][Unit],100,47,3,11,Cluster  11
[ActIngreName][ActIngreName]（遺伝子組換え）（[Number][Unit]（[Number][Unit]）中）<BR>[Number][Unit]））[Number][Unit]は[Number][Unit]ｏｌに相当本剤の単位は[ActIngreName]＄であるが[ActIngreName][ActIngreName][Number][Unit]は[ActIngreName]（遺伝子組換え）の[Number][Unit]と同等である,56,52,1,7,Cluster  7
[ActIngreName]（遺伝子組換え）<<BR>>有効成分<BR>[Number][Unit]（[Number][Unit]中）<<BR>>含量<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],57,54,2,7,Cluster  7
[ActIngreName]（遺伝子組換え）（[Number][Unit]（[Number][Unit]）中）<BR>[Number][Unit]））[Number][Unit]は[Number][Unit]ｏｌに相当本剤の単位は＄であるが[ActIngreName][Number][Unit]は[ActIngreName]（遺伝子組換え）の[Number][Unit]と同等である,56,52,1,7,Cluster  7
[ActIngreName]（遺伝子組換え）：[Number][Unit]（[Number][Unit]）中<BR>[Number][Unit],56,52,2,7,Cluster  7
[ActIngreName]（遺伝子組換え）：[Number][Unit]（[Number][Unit]）中<BR>[Number][Unit]<<BR>>[ActIngreName]：[ActIngreName]<BR>[Number]：[Number],56,52,1,7,Cluster  7
[BrandName]は[DrugParts]と[DrugParts]がコネクターで仕切られた[CaseName][Form][CaseName]及び医薬品ワクチン注入用針から構成される[Form]製品であり[CaseName][Form]にはそれぞれ下記成分を含有する<<BR>>[Number][Unit]中：[CaseName][DrugParts]（[Form]）有効成分<BR>[ActIngreName]（遺伝子組換え）[Number][Unit],58,53,3,7,Cluster  7
[BrandName]は[DrugParts]と[DrugParts]がコネクターで仕切られた[CaseName][Form]であり下記の成分を含有する<<BR>>[Number][Unit]中：[CaseName][DrugParts]（[Form]）有効成分<BR>[ActIngreName]（遺伝子組換え）[Number][Unit],58,53,1,7,Cluster  7
[BrandName]は[DrugParts]と[DrugParts]がコネクターで仕切られた[CaseName][Form]であり下記の成分を含有する<<BR>>[Number][Unit]中：[CaseName][DrugParts]（[Form]）有効成分<BR>[ActIngreName]（遺伝子組換え）：[Number][Unit],58,53,1,7,Cluster  7
[BrandName]は[DrugParts]と[DrugParts]がコネクターで仕切られた[CaseName][Form]を医薬品ペン型注入器にセットした[Form]製品であり[CaseName][Form]には下記の成分を含有する<<BR>>[Number][Unit]中：[CaseName][DrugParts]（[Form]）有効成分<BR>[ActIngreName]（遺伝子組換え）[Number][Unit],58,53,1,7,Cluster  7
[BrandName]は[DrugParts]と[DrugParts]がコネクターで仕切られた[CaseName][Form]を医薬品ペン型注入器にセットした[Form]製品であり[CaseName][Form]には下記の成分を含有する<<BR>>[Number][Unit]中：[CaseName][DrugParts]（[Form]）有効成分<BR>[ActIngreName]（遺伝子組換え）：[Number][Unit],58,53,1,7,Cluster  7
[BrandName]は[Number][Unit]中に下記の成分を含有する<<BR>>有効成分<BR>[ActIngreName]（遺伝子組換え）［[ActIngreName]］[Number][Unit]（[Unit]）,57,54,6,7,Cluster  7
[BrandName]は[Number][Unit]（[Number][Unit]）中に下記の成分を含有する<<BR>>有効成分<BR>[ActIngreName]（遺伝子組換え）：[Number][Unit],57,54,14,7,Cluster  7
[BrandName]は[Number][Unit]（[Number][Unit]）中に下記の成分を含有する<<BR>>有効成分<BR>[BrandName]［[ActIngreName]（遺伝子組換え）として］：[Number][Unit],57,54,6,7,Cluster  7
[BrandName]は[Number][Unit]（[Number][Unit]）中に次の成分を含有する<<BR>>有効成分<BR>[ActIngreName]（遺伝子組換え）：[Number][Unit],57,54,7,7,Cluster  7
[BrandName]：本剤は[ActIngreName]（[ActIngreName]（遺伝子組換え））の[Form]であり[Number][Unit][Number][Unit]中に[ActIngreName]（遺伝子組換え）[Number][Unit]を含有する本剤はチャイニーズハムスター卵巣細胞を用いて製造されるセルバンク作製時においてウシの血清由来成分（ウシ胎児血清）また製造工程においてウシの血清由来成分（ウシ胎児血清ウシトランスフェリン）ブタの膵臓由来成分（ブタ[ActIngreName]）を培地成分として使用している,9,50,3,7,Cluster  7
[BrandName]：本剤は[ActIngreName]（[ActIngreName]（遺伝子組換え））の[Form]であり適用に際して専用のペン型注入器を用いる[CaseName]製剤である[CaseName]製剤には[Number][Unit]及び[Number][Unit]の[Number]種類がありこれらは同一濃度で容れ目違い製品である各[CaseName]中にそれぞれ下記の成分分量を含有する<<BR>>成分名：[ActIngreName]（遺伝子組換え）<BR>含量及び分量（[Number][Unit]中）：[Number][Unit]及び[Number][Unit],58,53,2,7,Cluster  7
[Number][Unit]は下記の組合せよりなる．[Number][Unit]中<<BR>>名称<BR>[ActIngreName][Form]<<BR>>容量<BR>[Number][Unit]<<BR>>[Number][Unit]中の成分含量<BR>有効成分：[ActIngreName]（遺伝子組換え）：[Number][Unit],57,54,1,7,Cluster  7
[Number][Unit]中に下記の成分を含有する<<BR>>有効成分<BR>[ActIngreName]（遺伝子組換え）[Number][Unit]本剤の有効成分[ActIngreName]（遺伝子組換え）はチャイニーズハムスター卵巣細胞で生産される,57,54,8,7,Cluster  7
[Number][Unit]中に次の成分を含有<<BR>>有効成分<BR>[ActIngreName]（遺伝子組換え）[Number][Unit],57,54,1,7,Cluster  7
[Number][Unit]中：有効成分<BR>[ActIngreName]（遺伝子組換え）[Number][Unit]（[DrugParts]）,57,54,3,7,Cluster  7
容量<BR>[Number][Unit]<<BR>>[ActIngreName]（遺伝子組換え）<BR>[Number][Unit],56,52,2,7,Cluster  7
容量（[Number][Unit]中）<BR>[Number][Unit]<<BR>>[ActIngreName]（遺伝子組換え）（[Number][Unit]中）<BR>[Number][Unit]））[Number][Unit]は[Number][Unit]ｏｌに相当本剤の単位は＄であるが[ActIngreName][Number][Unit]は[ActIngreName]（遺伝子組換え）の[Number][Unit]と同等である,56,52,1,7,Cluster  7
容量（[Number][Unit]中）<BR>[Number][Unit]<<BR>>[ActIngreName]（遺伝子組換え）（[Number][Unit]中）（[ActIngreName]：[ActIngreName]）<BR>[Number][Unit]）（[Number]：[Number]）<<BR>><BR>）[Number][Unit]は[Number][Unit]ｏｌに相当本剤の単位は＄であるが[ActIngreName][Number][Unit]は[ActIngreName]（遺伝子組換え）の[Number][Unit]と同等である,56,52,1,7,Cluster  7
形態：<BR>[CaseName]<<BR>>成分含量（[Number][Unit]中）：<BR>[ActIngreName][ActIngreName]（遺伝子組換え）[Number][Unit],83,55,2,7,Cluster  7
形態：<BR>[CaseName]<<BR>>成分含量（[Number][Unit]中）：<BR>[ActIngreName][ActIngreName]（遺伝子組換え）[Number][Unit]（[Number][Unit][ActIngreName][ActIngreName]＋[Number][Unit]中間型[ActIngreName][ActIngreName]）,83,55,2,7,Cluster  7
形態：<BR>[CaseName]<<BR>>成分含量（[Number][Unit]中）：<BR>[ActIngreName]（遺伝子組換え）[Number][Unit],83,55,3,7,Cluster  7
形態：<BR>[CaseName]<<BR>>成分含量（[Number][Unit]中）：<BR>[ActIngreName]（遺伝子組換え）[Number][Unit]専用注入器装着時[Number][Unit]まで使用できる,83,55,2,7,Cluster  7
形態：<BR>[Form]（[CaseName]製剤をあらかじめ[ActIngreName]ペン型注入器に装填した使い捨て型[Form]）<<BR>>成分含量（[Number][Unit]中）：<BR>[ActIngreName][ActIngreName]（遺伝子組換え）[Number][Unit],83,55,2,7,Cluster  7
形態：<BR>[Form]（[CaseName]製剤をあらかじめ[ActIngreName]ペン型注入器に装填した使い捨て型[Form]）<<BR>>成分含量（[Number][Unit]中）：<BR>[ActIngreName][ActIngreName]（遺伝子組換え）[Number][Unit]（[Number][Unit][ActIngreName][ActIngreName]＋[Number][Unit]中間型[ActIngreName][ActIngreName]）,83,55,2,7,Cluster  7
形態：<BR>[Form]（[CaseName]製剤をあらかじめ[ActIngreName]ペン型注入器に装填した使い捨て型[Form]）<<BR>>成分含量（[Number][Unit]中）：<BR>[ActIngreName]（遺伝子組換え）[Number][Unit],83,55,3,7,Cluster  7
成分分量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]備考：ウシの血液抽出物なお[ActIngreName]を製造する際にブタの肺に由来するトロンボプラスチンを使用している,10,51,2,7,Cluster  7
成分含有量[Number][Unit]（[Number][Unit]）中有効成分<BR>[ActIngreName][Number][Unit]（[ActIngreName]換算糖含量[Number][Unit]）成分の[ActIngreName]は結核菌熱水抽出物であるなお[ActIngreName]の初期製造工程における培養培地成分としてニワトリの卵を使用している,10,51,1,7,Cluster  7
成分含有量（[Number][Unit]中）有効成分<BR>[ActIngreName]（遺伝子組換え））[Number][Unit],57,54,2,7,Cluster  7
成分含有量（[Number][Unit]中）：有効成分<BR>[Number][Unit]中：[ActIngreName]（遺伝子組換え））[Number][Unit],57,54,2,7,Cluster  7
成分含有量：有効成分：[Number][Unit]中<BR>[ActIngreName]（遺伝子組換え））：[Number][Unit],57,54,3,7,Cluster  7
成分含有量：有効成分：[Number][Unit]（[Number][Unit]）中<BR>[ActIngreName][ActIngreName]（遺伝子組換え））：[Number][Unit]（[Unit]）,57,54,13,7,Cluster  7
成分含量（[Number][Unit]中）<BR>[ActIngreName]（遺伝子組換え）[Number][Unit],57,54,6,7,Cluster  7
成分含量（[Number][Unit]中）<BR>[ActIngreName]（遺伝子組換え）として[Number][Unit]）,57,54,1,7,Cluster  7
成分含量（[Number][Unit]中）<BR>[Number][Unit]<<BR>>有効成分<BR>[ActIngreName]（遺伝子組換え））[Number][Unit]）本剤はチャイニーズハムスター卵巣細胞を用いて製造されるマスターセルバンク構築時にはウシの血清由来成分（ウシ胎児血清及びフェツイン）を使用しているまた製造工程において培地成分としてウシの乳由来成分（Ｄ－[ActIngreName]）を使用している,9,50,2,7,Cluster  7
成分含量（[Number][Unit]中）：<BR>[ActIngreName][ActIngreName]（遺伝子組換え）[Number][Unit],57,54,1,7,Cluster  7
成分含量（[Number][Unit]中）：<BR>[ActIngreName]（遺伝子組換え）[Number][Unit],57,54,4,7,Cluster  7
成分含量）<BR>[Number][Unit]（[Number][Unit]）中の含有量：[ActIngreName]（遺伝子組換え）[Number][Unit][Number][Unit]の投与量である[Number][Unit]中の含有量：[ActIngreName]（遺伝子組換え）[Number][Unit],57,54,1,7,Cluster  7
成分（[Number][Unit]（[Number][Unit]）中）：有効成分：[ActIngreName]（遺伝子組換え））<BR>[Number][Unit]中の含量：[Number][Unit]）,57,54,1,7,Cluster  7
有効成分<BR>[ActIngreName][ActIngreName]（遺伝子組換え）[Number][Unit][Number],57,54,2,7,Cluster  7
有効成分<BR>[ActIngreName][Number][Unit]中[Number][Unit]：[Number][Unit]はマウス腹腔内投与ＬＤ[Number]値備考：Ａ型ボツリヌス菌によって産生される製造工程でウシ（心臓血液乳骨格筋膵臓）及びヒツジ（血液）由来成分を使用している,10,51,2,7,Cluster  7
有効成分<BR>[ActIngreName]（遺伝子組換え）<<BR>>含量（[Number][Unit]中）<BR>[Number][Unit],57,54,3,7,Cluster  7
有効成分<BR>[Number][Unit]（[Number][Unit]）中[ActIngreName]（遺伝子組換え）[Number][Unit],57,54,1,7,Cluster  7
有効成分[Number][Unit]（[Number][Unit]）中の分量<BR>[ActIngreName]（遺伝子組換え））[Number][Unit]）マウス[ActIngreName]ブリドーマ細胞株を用いて製造されるマスターセルバンク及びワーキングセルバンク構築時にウシ胎児血清を使用しているまた製造工程において培地成分としてウシ血清由来成分（[ActIngreName]及びリポたん白質）を使用している,9,50,1,7,Cluster  7
有効成分[Number][Unit]（[Number][Unit]）中の分量<BR>[ActIngreName]（遺伝子組換え））[Number][Unit]）本剤は遺伝子組換え技術によりチャイニーズハムスター卵巣細胞を用いて製造される,57,54,1,7,Cluster  7
有効成分（[Number][Unit]中）<BR>[ActIngreName]（遺伝子組換え）[Number][Unit],57,54,5,7,Cluster  7
有効成分（[Number][Unit]（[Number][Unit]）中）<BR>[ActIngreName]（遺伝子組換え）[Number][Unit],57,54,8,7,Cluster  7
有効成分：[ActIngreName]<BR>含量（[Number][Unit]中）[Number][Unit]備考[ActIngreName]由来成分採血国：米国オーストリアドイツ採血方法：非献血<<BR>>有効成分：[ActIngreName]画分<BR>含量（[Number][Unit]中）[Number][Unit]（[ActIngreName]として）備考ウシ血液由来成分<<BR>>有効成分：[ActIngreName]<BR>含量（[Number][Unit]中）[Number][Unit]（[Unit]）備考ウシ肺抽出物<<BR>>[DrugParts]：[ActIngreName]<BR>含量（[Number][Unit]中）[Number][Unit]備考ウマ深部指状[ActIngreName],10,51,3,7,Cluster  7
有効成分：[ActIngreName][ActIngreName]（遺伝子組換え）<BR>[Number][Unit]（[Number][Unit]）中の分量：[Number][Unit],57,54,3,7,Cluster  7
有効成分：[ActIngreName]（遺伝子組換え）<BR>[CaseName]（[Number][Unit]容器）：[Number][Unit],57,54,2,7,Cluster  7
有効成分：[ActIngreName]（遺伝子組換え）<BR>[Number][Unit]（[Number][Unit]）中の分量：[Number][Unit],57,54,4,7,Cluster  7
有効成分：[Number][Unit]中の含量<BR>[ActIngreName]（遺伝子組換え））：[Number][Unit]）,57,54,1,7,Cluster  7
有効成分：成分名：[ActIngreName]（遺伝子組換え）<BR>含量：[Number][Unit],57,54,4,7,Cluster  7
有効成分：成分名：[ActIngreName]（遺伝子組換え）<BR>含量：[Number][Unit]備考：専用の成長ホルモン注入器を用いて使用するとき[Number][Unit]まで使用できる,57,54,1,7,Cluster  7
有効成分：成分名：[ActIngreName]（遺伝子組換え）<BR>含量：[Number][Unit]製剤（[Number][Unit]中）：[Number][Unit],57,54,3,7,Cluster  7
本剤は国内で製剤化した[Form]であり[Number][Unit]中に下記成分を含有する<<BR>>有効成分<BR>[ActIngreName]（遺伝子組換え）[Number][Unit],58,53,2,7,Cluster  7
本剤は国内で製剤化した[Form]であり[Number][Unit]中（[DrugParts]と[DrugParts]を[Form]ケットで仕切られた[CaseName]）に下記成分を含有する<<BR>>有効成分<BR>[ActIngreName]（遺伝子組換え）[Number][Unit][CaseName][DrugParts]（[Form]）,58,53,1,7,Cluster  7
本製品は[BrandName]の[CaseName]及び[CaseName]からなる<<BR>>有効成分（[Number][Unit]中の分量）<BR>[ActIngreName]（遺伝子組換え）[Number][Unit],57,54,1,7,Cluster  7
組み合わせＡ：[CaseName][Number]（[ActIngreName][Form]）：有効成分：[ActIngreName]<BR>[Number][Unit]中の分量：[Number][Unit]備考[ActIngreName]由来成分採血国：米国ドイツオーストリア採血の区分：非献血<<BR>>組み合わせＡ：[CaseName][Number]（[ActIngreName][Form]）：有効成分：[ActIngreName]<BR>[Number][Unit]中の分量：[Number][Unit]備考[ActIngreName]由来成分採血国：米国ドイツオーストリア採血の区分：非献血,10,51,4,7,Cluster  7
組成<BR>[Number][Unit]中（[ActIngreName][Number][Unit]で溶解した[Number][Unit]中）<<BR>>有効成分（[Number][Unit]中の含量）<BR>[ActIngreName]（遺伝子組換え））[Number][Unit]）,57,54,1,7,Cluster  7
組成[Number][Unit]中<BR>[ActIngreName]（遺伝子組換え））：[Number][Unit]<<BR>>有効成分：[Number][Unit]中の含量<BR>[ActIngreName]：[Number][Unit][ActIngreName]水素二[ActIngreName]七水和物：[Number][Unit][ActIngreName]：[Number][Unit]ポリソルベート[Number]：[Number][Unit],57,54,1,7,Cluster  7
組成（[Number][Unit]（[Number][Unit]）中）<BR>[ActIngreName]（遺伝子組換え））：[Number][Unit]<<BR>>有効成分：[Number][Unit]中の含量<BR>[ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit][ActIngreName]一水素[ActIngreName]七水和物：[Number][Unit]ポリソルベート[Number]：[Number][Unit],57,54,1,7,Cluster  7
識別（[DrugParts]の色）<BR>[Color]<<BR>>[ActIngreName]（遺伝子組換え）：含有量（容量）<BR>[Number][Unit]（[Number][Unit]）<<BR>>[ActIngreName]（遺伝子組換え）：[ActIngreName]：[ActIngreName]<BR>[Number]：[Number],56,52,3,7,Cluster  7
[BrandName]は[DrugParts]及び[DrugParts]を使用時に混合希釈して使用する[Form]である<<BR>>[DrugParts]（[Number][Unit]）<BR>[ActIngreName]（[Formula]）[Number][Unit][ActIngreName]（[Formula]）[Number][Unit][ActIngreName]（[ActIngreName][Number]Ｈ[Number]Ｏ）[Number][Unit][ActIngreName]（[Formula]）[Number][Unit][ActIngreName]（[Formula]）[Number][Unit][ActIngreName]（[Formula]）[Number][Unit],53,57,4,2,Cluster  2
[BrandName]は[DrugParts]及び[DrugParts]を使用時に混合希釈して使用する[Form]である<<BR>>[DrugParts]：[Number][Unit]中に次の成分を含む[Color]の液である<<BR>>[ActIngreName]（[Formula]）[Number][Unit][ActIngreName]（[Formula]）[Number][Unit][ActIngreName]（[ActIngreName][Number]Ｈ[Number]Ｏ）[Number][Unit][ActIngreName]（[Formula]）[Number][Unit][ActIngreName]（[Formula]）[Number][Unit],53,57,1,2,Cluster  2
[BrandName]は[DrugParts]及びＢ[Form]を使用時に混合希釈して使用する[Form]である<<BR>>[DrugParts]<BR>[Number][Unit]中に次の成分を含む[Color]の液である<<BR>>[ActIngreName]（[Formula]）[Number][Unit][ActIngreName]（[Formula]）[Number][Unit][ActIngreName]（[ActIngreName][Number]Ｈ[Number]Ｏ）[Number][Unit][ActIngreName]（[Formula]）[Number][Unit][ActIngreName]（[Formula]）[Number][Unit][ActIngreName]（[Formula]）[Number][Unit],53,57,1,2,Cluster  2
